,Date,Open,High,Low,Close,Adj Close,Volume,mid_o,mid_h,mid_c,mid_l,bin_o,bin_h,bin_l,bin_c,ask_o,ask_h,ask_l,ask_c
20,2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,272.6401672363281,122901700,436.9499969482422,437.61500549316406,433.8300018310547,436.3350067138672,low,low,low,low,292.00170144653316,293.61332733154296,288.8785863342285,290.7704909973144
21,2020-05-01,285.3099975585937,290.6600036621094,281.5199890136719,282.7900085449219,265.4225158691406,125180000,426.70500183105463,431.4199981689453,422.9149932861328,425.44500732421875,low,low,low,low,285.59530755615225,290.95066366577146,281.8015090026855,283.0727985534668
22,2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,266.15460205078125,80873200,422.5249938964844,423.4649963378906,420.9150085449219,423.94000244140625,low,low,low,low,281.02073022460934,284.18389389038083,279.4091348876953,283.85357733154297
23,2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,268.6137084960937,79569900,429.7350158691406,431.10499572753906,426.80499267578125,429.510009765625,low,low,low,low,286.9266546630859,289.53925,283.9937014465332,286.47619244384765
24,2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,266.7927551269531,73632600,430.1650085449219,430.34999084472656,425.9049987792969,428.27000427246094,low,low,low,low,288.3280485534668,288.7484514465332,284.06377877807614,284.53425
25,2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,270.0121459960937,75250400,431.5899963378906,433.3450012207031,430.9700012207031,431.55499267578125,low,low,low,low,288.03774999999996,290.0697787780761,287.4171348876953,287.967672668457
26,2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,274.4797668457031,76452400,437.30999755859375,437.8800048828125,436.0799865722656,437.98500061035156,low,low,low,low,291.3810863342285,293.2429622192382,290.14984533691404,292.7324424438476
27,2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,274.5361022949219,79514200,436.5899963378906,438.94000244140625,436.1300048828125,437.6699981689453,low,low,low,low,290.6303363342285,294.294,290.1698848876953,292.79249999999996
28,2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,269.0641784667969,95870800,437.12501525878906,437.49998474121094,429.85499572753906,433.5650177001953,low,low,low,low,294.08379855346675,294.53423022460936,286.8065090026855,286.95668344116206
29,2020-05-13,286.0599975585937,287.19000244140625,278.9599914550781,281.6000061035156,264.3055725097656,144721100,426.8600006103515,426.6699981689453,419.75999450683594,424.6300048828125,low,low,low,low,286.34605755615223,287.4771924438476,279.2389514465332,281.8816061096191
30,2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,267.4685974121094,121977900,421.4350128173828,421.60498046875,415.47499084472656,424.44500732421875,low,low,low,low,279.22896221923827,285.39509533691404,273.26298022460935,285.2549712219238
31,2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,268.6981201171875,111146300,425.50999450683594,426.99998474121094,424.47999572753906,427.4649963378906,low,low,low,low,282.65236511230466,286.61631655883787,281.6213363342285,286.56627877807614
32,2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,276.8825988769531,119703800,440.54998779296875,443.1000061035156,440.20001220703125,441.5249938964844,low,low,low,low,293.3430377807617,297.04675,292.99271221923823,295.29499999999996
33,2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,274.03863525390625,95189300,440.3350067138672,442.18499755859375,437.9350128173828,439.14500427246094,low,low,low,low,294.6443561096191,296.50620144653317,292.24196221923825,292.2619712219238
34,2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,278.69403076171875,85861700,444.2850036621094,445.6549987792969,444.0350036621094,444.8399963378906,low,low,low,low,296.11582733154296,298.16786511230464,295.8655773315429,297.226922668457
35,2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,276.7699584960937,78293900,444.2300109863281,444.5150146484375,441.1300048828125,443.27500915527344,low,low,low,low,297.0867985534668,297.9676834411621,293.98369244384764,295.17488488769527
36,2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,277.29559326171875,63958200,442.2900085449219,442.24000549316406,440.94000244140625,442.7250061035156,low,low,low,low,294.86457733154293,295.92563488769525,293.5132212219238,295.7354424438476
37,2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,280.71197509765625,88951400,451.46998596191406,449.9199981689453,444.99998474121094,450.04498291015625,low,low,low,low,302.231922668457,302.4921924438476,295.7554514465332,299.37906655883785
38,2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,284.8887023925781,104817400,453.88499450683594,452.0050048828125,448.63499450683594,454.5899963378906,low,low,low,low,302.42211511230465,303.87357733154295,297.16686511230466,303.83352877807613
39,2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,284.36309814453125,90405200,456.13499450683594,457.9599914550781,453.72499084472656,455.2949981689453,low,low,low,low,304.95464389038085,307.1468363342285,302.54223022460934,303.2729712219238
40,2020-05-29,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,285.63018798828125,119090800,454.6199951171875,454.6949920654297,451.6300048828125,455.5500030517578,low,low,low,low,302.7624514465332,305.2649514465332,299.7694712219238,304.62432733154293
41,2020-06-01,303.6199951171875,306.2099914550781,303.0599975585937,305.54998779296875,286.7846069335937,55758300,456.3949890136719,457.739990234375,455.83499145507807,457.3599853515625,low,low,low,low,303.9236151123047,306.51620144653316,303.3630575561522,305.85553778076167
42,2020-06-02,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,289.1592102050781,74267200,460.58998107910156,460.6800079345703,459.13999938964844,461.35498046875,low,low,low,low,306.8565377807617,308.4381348876953,305.4051061096191,308.38806655883786
43,2020-06-03,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,293.0074768066406,92567600,466.3299865722656,468.19000244140625,466.0299987792969,467.29998779296875,low,low,low,low,310.5502302246093,313.5332212219238,310.2499424438476,312.492172668457
44,2020-06-04,311.1099853515625,313.0,309.0799865722656,311.3599853515625,292.2377624511719,75794400,466.78997802734375,467.5399932861328,464.7599792480469,466.91497802734375,low,low,low,low,311.42109533691405,313.313,309.38906655883784,311.67134533691404
45,2020-06-05,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,299.7276916503906,150524700,476.90000915527344,479.84999084472656,476.8300018310547,477.9550018310547,low,low,low,low,317.5472409973144,321.5912590026855,317.47716366577146,319.6593363342285
46,2020-06-08,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,303.3507385253906,73641200,481.82000732421875,483.2250061035156,481.2300109863281,483.3100128173828,low,low,low,low,320.5402212219238,323.7334136657714,319.94963488769525,323.52321221923825
47,2020-06-09,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,301.0886535644531,77479200,480.6949920654297,482.9599914550781,479.75498962402344,480.94000244140625,low,low,low,low,320.62028778076166,323.6032787780761,319.679345336914,321.11079855346674
48,2020-06-10,321.4200134277344,322.3900146484375,318.2200012207031,319.0,299.4086303710937,95000800,480.9200134277344,481.50001525878906,477.7200012207031,479.7100067138672,low,low,low,low,321.7414334411621,322.7124046630859,318.5382212219238,319.31899999999996
49,2020-06-11,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,282.1480407714844,209243600,461.7649841308594,462.1549987792969,450.31500244140625,456.33998107910156,low,low,low,low,311.77145144653315,312.46214389038084,300.3100197753906,300.910595336914
50,2020-06-12,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,285.5269775390625,194678900,460.34498596191406,458.37998962402344,450.7050018310547,458.3299865722656,low,low,low,low,308.5482302246093,309.38906655883784,298.8986061096191,304.51420144653315
51,2020-06-15,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,288.1925354003906,135782700,451.54498291015625,456.6499938964844,450.2649841308594,456.0599822998047,low,low,low,low,298.3180090026855,308.58827877807613,297.03673022460936,307.3570377807617
52,2020-06-16,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,293.7395935058594,137627500,471.9600067138672,469.4750213623047,464.15000915527344,470.6999969482422,low,low,low,low,315.7954909973144,315.9556546630859,307.97768344116207,313.27295144653317
53,2020-06-17,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,292.5194091796875,83398900,469.90000915527344,469.82000732421875,466.6899871826172,468.69500732421875,low,low,low,low,314.3840773315429,314.7044046630859,311.17084533691406,311.9716636657715
54,2020-06-18,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,292.6321105957031,80828700,465.90000915527344,467.05499267578125,465.40000915527344,466.7850036621094,low,low,low,low,310.32001977539056,312.6122877807617,309.8195197753906,312.09177877807616
55,2020-06-19,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,290.95965576171875,135549600,468.4900207519531,467.64500427246094,460.8500061035156,465.7250213623047,low,low,low,low,314.4841834411621,314.69438488769526,306.8365287780761,308.9486546630859
56,2020-06-22,307.989990234375,311.04998779296875,306.75,310.6199951171875,292.8262023925781,74649400,463.29998779296875,464.42498779296875,462.05999755859375,464.614990234375,low,low,low,low,308.2979802246093,311.3610377807617,307.05674999999997,310.9306151123047
57,2020-06-23,313.489990234375,314.5,311.6099853515625,312.04998779296875,294.17437744140625,68471200,469.5149841308594,470.30499267578125,467.6349792480469,468.79498291015625,low,low,low,low,313.80348022460936,314.81449999999995,311.92159533691404,312.3620377807617
58,2020-06-24,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,286.6703491210937,132813500,461.88499450683594,461.5600128173828,454.14500427246094,459.00999450683594,low,low,low,low,310.1498363342285,310.8205197753906,302.4021061096191,304.39408633422846
59,2020-06-25,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,289.7435913085937,89468000,457.14500427246094,458.28001403808594,454.9550018310547,459.0850067138672,low,low,low,low,303.7734712219238,307.9476546630859,301.5812787780761,307.6573561096191
60,2020-06-26,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,282.8616943359375,127961000,456.18499755859375,456.1000213623047,449.44500732421875,453.12998962402344,low,low,low,low,306.46616366577143,306.6964046630859,299.7194334411621,300.3500377807617
61,2020-06-29,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,287.0190734863281,79773300,453.63999938964844,454.0749816894531,451.1599884033203,455.1649932861328,low,low,low,low,301.71141366577143,304.91459533691403,299.228922668457,304.76445144653314
62,2020-06-30,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,290.6956787109375,113394800,458.16998291015625,462.1100158691406,458.0,460.35498046875,low,low,low,low,304.29398022460936,310.51021221923827,304.12382733154294,308.668345336914
63,2020-07-01,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,292.73199462890625,72396500,464.8300018310547,466.4250183105469,464.3300018310547,465.30499267578125,low,low,low,low,309.8795773315429,312.2019046630859,309.37907733154293,310.8305090026855
64,2020-07-02,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,294.34405517578125,69344200,470.35499572753906,471.45501708984375,467.62501525878906,469.3500061035156,low,low,low,low,314.55423022460934,316.01571221923825,311.8215197753906,312.5422409973144
65,2020-07-06,316.3699951171875,317.67999267578125,315.5599975585937,317.04998779296875,298.8878479003906,61713800,474.8949890136719,475.4599914550781,474.08499145507807,475.2349853515625,low,low,low,low,316.68636511230466,317.99767266845697,315.8755575561523,317.3670377807617
66,2020-07-07,315.3800048828125,317.5199890136719,313.3699951171875,313.7799987792969,295.80517578125,82910000,472.27000427246094,474.2049865722656,470.25999450683594,471.4700012207031,low,low,low,low,315.6953848876953,317.8375090026855,313.68336511230467,314.0937787780761
67,2020-07-08,314.6099853515625,316.29998779296875,312.70001220703125,316.17999267578125,298.0677795410156,54638600,472.6999816894531,472.6499938964844,470.7900085449219,473.4849853515625,low,low,low,low,314.924595336914,316.6162877807617,313.01271221923827,316.496172668457
68,2020-07-09,316.8399963378906,317.1000061035156,310.67999267578125,314.3800048828125,296.370849609375,83354200,474.0299987792969,472.44000244140625,467.8699951171875,472.8000030517578,low,low,low,low,317.1568363342285,317.4171061096191,310.990672668457,314.69438488769526
69,2020-07-10,314.3099975585937,317.8800048828125,312.760009765625,317.5899963378906,299.3970031738281,57550400,473.104995727539,474.260009765625,471.5550079345703,474.7449951171875,low,low,low,low,314.62430755615225,318.1978848876953,313.0727697753906,317.9075863342285
70,2020-07-13,320.1300048828125,322.7099914550781,314.1300048828125,314.8399963378906,296.80450439453125,102997500,477.5500030517578,479.7749938964844,471.5500030517578,474.9049987792969,low,low,low,low,320.4501348876953,323.03270144653317,314.44413488769527,315.1548363342285
71,2020-07-14,313.29998779296875,319.760009765625,312.0,318.9200134277344,300.6508483886719,93657000,472.75999450683594,475.760009765625,471.4600067138672,475.57000732421875,low,low,low,low,313.6132877807617,320.0797697753906,312.31199999999995,319.2389334411621
72,2020-07-15,322.4100036621094,323.0400085449219,319.2699890136719,321.8500061035156,303.4129333496094,87196500,483.3350067138672,482.6750030517578,480.1949920654297,483.0550079345703,low,low,low,low,322.73241366577145,323.36304855346674,319.58925900268554,322.1718561096191
73,2020-07-16,319.7900085449219,321.2799987792969,319.0899963378906,320.7900085449219,302.4136962890625,54622500,480.1850128173828,480.8249969482422,479.48500061035156,480.6850128173828,low,low,low,low,320.10979855346676,321.60127877807616,319.4090863342285,321.11079855346674
74,2020-07-17,321.8800048828125,322.57000732421875,319.739990234375,321.7200012207031,303.2904052734375,62774900,482.74000549316406,482.44000244140625,480.59999084472656,482.6600036621094,low,low,low,low,322.20188488769526,322.89257733154295,320.0597302246093,322.0417212219238
75,2020-07-20,321.42999267578125,325.1300048828125,320.6199951171875,324.32000732421875,305.741455078125,56308800,483.5899963378906,485.44000244140625,482.7799987792969,485.0350036621094,low,low,low,low,321.751422668457,325.4551348876953,320.94061511230467,324.6443273315429
76,2020-07-21,326.45001220703125,326.92999267578125,323.94000244140625,325.010009765625,306.39190673828125,57292200,488.95501708984375,488.8999938964844,486.44500732421875,488.2350158691406,low,low,low,low,326.7764622192382,327.256922668457,324.2639424438476,325.3350197753906
77,2020-07-22,324.6199951171875,327.20001220703125,324.5,326.8599853515625,308.1359558105469,57792900,488.04998779296875,489.45001220703125,487.92999267578125,489.16998291015625,low,low,low,low,324.94461511230463,327.52721221923827,324.82449999999994,327.186845336914
78,2020-07-23,326.4700012207031,327.2300109863281,321.4800109863281,322.9599914550781,304.4593811035156,75738000,487.9499969482422,487.9700164794922,482.9600067138672,486.1949920654297,low,low,low,low,326.7964712219238,327.5572409973144,321.80149099731443,323.28295144653316
79,2020-07-24,320.95001220703125,321.989990234375,319.25,320.8800048828125,302.49853515625,73766600,481.3900146484375,481.614990234375,479.69000244140625,481.3550109863281,low,low,low,low,321.27096221923824,322.31198022460933,319.56924999999995,321.2008848876953
80,2020-07-27,321.6300048828125,323.4100036621094,320.7699890136719,323.2200012207031,304.70440673828125,48293000,483.24000549316406,483.7949981689453,482.37998962402344,484.0350036621094,low,low,low,low,321.95163488769526,323.7334136657714,321.0907590026855,323.5432212219238
81,2020-07-28,322.42999267578125,323.6400146484375,320.8500061035156,321.1700134277344,302.7719116210937,57495000,483.01499938964844,484.0650177001953,481.4350128173828,482.385009765625,low,low,low,low,322.752422668457,323.9636546630859,321.1708561096191,321.4911834411621
82,2020-07-29,322.1199951171875,325.7300109863281,322.0799865722656,325.1199951171875,306.4955749511719,48454200,484.67999267578125,486.77000427246094,484.6399841308594,486.17999267578125,low,low,low,low,322.44211511230463,326.05574099731444,322.4020665588379,325.4451151123047
83,2020-07-30,321.8999938964844,324.4100036621094,319.6400146484375,323.9599914550781,305.4020080566406,61861700,483.87998962402344,484.2300109863281,481.62001037597656,484.9099884033203,low,low,low,low,322.22189389038084,324.73441366577146,319.9596546630859,324.2839514465332
84,2020-07-31,325.8999938964844,326.6300048828125,321.3299865722656,326.5199890136719,307.8154296875,84986800,489.1599884033203,487.2949981689453,484.58998107910156,489.46998596191406,low,low,low,low,326.2258938903808,326.95663488769526,321.65131655883783,326.84650900268554
85,2020-08-03,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,309.9554443359375,53077900,492.7150115966797,493.48500061035156,492.12501525878906,492.95001220703125,low,low,low,low,328.64832733154293,329.9496151123046,328.0577409973144,329.1187985534668
86,2020-08-04,327.8599853515625,330.0599975585937,327.8599853515625,330.0599975585937,311.15264892578125,41917900,492.8899841308594,493.98999023437494,492.8899841308594,493.98999023437494,low,low,low,low,328.18784533691405,330.39005755615227,328.18784533691405,330.39005755615227
87,2020-08-05,331.4700012207031,332.3900146484375,331.17999267578125,332.1099853515625,313.085205078125,42697700,497.5249938964844,497.9800109863281,497.2349853515625,497.84498596191406,low,low,low,low,331.8014712219238,332.7224046630859,331.511172668457,332.442095336914
88,2020-08-06,331.4800109863281,334.4599914550781,331.1300048828125,334.3299865722656,315.177978515625,43679400,498.64500427246094,500.0249938964844,498.2949981689453,500.0699920654297,low,low,low,low,331.8114909973144,334.7944514465332,331.46113488769527,334.66431655883787
89,2020-08-07,333.2799987792969,334.8800048828125,332.29998779296875,334.57000732421875,315.4043273925781,57308300,500.56500244140625,501.0299987792969,499.5849914550781,501.2100067138672,low,low,low,low,333.6132787780761,335.2148848876953,332.63228778076166,334.90457733154295
90,2020-08-10,335.0599975585937,335.7699890136719,332.9599914550781,335.57000732421875,316.34698486328125,44282100,502.84500122070307,502.24998474121094,500.7449951171875,503.1000061035156,low,low,low,low,335.39505755615227,336.1057590026855,333.29295144653315,335.90557733154293
91,2020-08-11,336.8500061035156,337.5400085449219,332.010009765625,332.79998779296875,313.7356872558594,69601100,503.25,503.5450134277344,498.4100036621094,501.22499084472656,low,low,low,low,337.1868561096191,337.87754855346674,332.3420197753906,333.1327877807617
92,2020-08-12,335.44000244140625,338.2799987792969,335.4100036621094,337.44000244140625,318.10986328125,53774400,504.1600036621094,505.98500061035156,504.1300048828125,505.1600036621094,low,low,low,low,335.7754424438476,338.61827877807616,335.7454136657714,337.77744244384763
93,2020-08-13,336.6099853515625,338.25,335.8299865722656,336.8299865722656,317.5347900390625,41816100,505.0249786376953,506.1649932861328,504.24497985839844,505.1349792480469,low,low,low,low,336.946595336914,338.58824999999996,336.16581655883783,337.16681655883787
94,2020-08-14,336.4100036621094,337.4200134277344,335.6199951171875,336.8399963378906,317.54425048828125,47260400,504.8300018310547,505.2300109863281,504.0399932861328,505.0449981689453,low,low,low,low,336.74641366577146,337.75743344116205,335.95561511230466,337.1768363342285
95,2020-08-17,337.94000244140625,338.3399963378906,336.8500061035156,337.9100036621094,318.5530090332031,35481000,506.89500427246094,506.76499938964844,505.8050079345703,506.8800048828125,low,low,low,low,338.2779424438476,338.6783363342285,337.1868561096191,338.2479136657714
96,2020-08-18,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,319.2410583496094,38733900,507.6600036621094,507.4049987792969,505.92999267578125,507.8100128173828,low,low,low,low,338.6783363342285,339.4391061096191,336.946595336914,338.9786546630859
97,2020-08-19,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,317.91192626953125,68054200,507.6649932861328,507.91998291015625,505.23500061035156,506.7550048828125,low,low,low,low,339.38903778076167,339.949595336914,336.95661511230463,337.5672409973144
98,2020-08-20,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,318.9017028808594,42207800,504.49998474121094,506.4099884033203,504.36000061035156,505.9599914550781,low,low,low,low,335.69534533691404,339.1387877807617,335.5552212219238,338.61827877807616
99,2020-08-21,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,320.0329895019531,55106600,507.66001892089844,508.4949951171875,507.2899932861328,508.4400177001953,low,low,low,low,338.2579334411621,340.0597212219238,337.8875377807617,339.8194909973144
100,2020-08-24,342.1199951171875,343.0,339.45001220703125,342.9200134277344,323.2760009765625,48588700,513.5800018310547,512.7250061035156,510.91001892089844,513.9800109863281,low,low,low,low,342.4621151123047,343.34299999999996,339.78946221923826,343.2629334411621
101,2020-08-25,343.5299987792969,344.2099914550781,342.2699890136719,344.1199951171875,324.4072265625,38463400,515.5899963378906,515.3449859619141,514.3299865722656,515.8849945068359,low,low,low,low,343.87352877807615,344.55420144653317,342.6122590026855,344.4641151123046
102,2020-08-26,344.760009765625,347.8599853515625,344.1700134277344,347.57000732421875,327.6595764160156,50790200,518.5450134277344,519.9449920654297,517.9550170898438,519.9500122070312,low,low,low,low,345.1047697753906,348.20784533691403,344.51418344116206,347.91757733154293
103,2020-08-27,348.510009765625,349.8999938964844,346.5299987792969,348.3299865722656,328.3760070800781,58034100,522.6750030517578,523.1649932861328,520.6949920654297,522.5849914550781,low,low,low,low,348.85851977539056,350.2498938903808,346.87652877807614,348.6783165588379
104,2020-08-28,349.44000244140625,350.7200012207031,348.1499938964844,350.5799865722656,330.4971923828125,48588900,524.7299957275391,524.7949981689453,523.4399871826172,525.2999877929688,low,low,low,low,349.78944244384763,351.0707212219238,348.49814389038085,350.9305665588378
105,2020-08-31,350.3500061035156,351.29998779296875,349.0599975585937,349.3099975585937,329.2999267578125,66099200,525.0050048828125,525.8299865722656,523.7149963378905,524.4850006103516,low,low,low,low,350.7003561096191,351.65128778076166,349.4090575561522,349.65930755615227
106,2020-09-01,350.2099914550781,352.7099914550781,349.239990234375,352.6000061035156,332.40142822265625,54908700,526.5099945068359,527.3299865722656,525.5399932861328,527.7050018310547,low,low,low,low,350.56020144653314,353.06270144653314,349.5892302246093,352.9526061096191
107,2020-09-02,354.6700134277344,358.75,353.42999267578125,357.70001220703125,337.2093505859375,69540000,533.52001953125,535.4649963378906,532.2799987792969,535.0350189208984,low,low,low,low,355.0246834411621,359.10875,353.783422668457,358.0577122192382
108,2020-09-03,355.8699951171875,356.3800048828125,342.5899963378906,345.3900146484375,325.6044616699219,148011100,528.5650024414062,527.6750030517578,515.2850036621094,523.3250122070312,low,low,low,low,356.22586511230463,356.7363848876953,342.93258633422846,345.7354046630859
109,2020-09-04,346.1300048828125,347.8299865722656,334.8699951171875,342.57000732421875,322.9459533691406,139156300,517.4150085449219,515.2649841308594,506.1549987792969,515.635009765625,low,low,low,low,346.47613488769525,348.17781655883783,335.2048651123047,342.91257733154293
110,2020-09-08,336.7099914550781,342.6400146484375,332.8800048828125,333.2099914550781,314.12213134765625,114465300,503.3149871826172,509.08001708984375,499.48500061035156,501.5649871826172,low,low,low,low,337.0467014465332,342.9826546630859,333.2128848876953,333.54320144653315
111,2020-09-09,337.54998779296875,342.4599914550781,336.6099853515625,339.7900085449219,320.3252868652344,91462300,507.4449920654297,510.7649841308594,506.50498962402344,508.56500244140625,low,low,low,low,337.8875377807617,342.80245144653315,336.946595336914,340.12979855346674
